season,model,n,acc,logloss,brier
2014,market_plus_model,674,0.7507418397626113,0.487161460924135,0.1630729829335666
2015,elo,724,0.7403314917127072,0.5097404485097291,0.1712255406493685
2015,pr_win,724,0.7265193370165746,0.5562118734866777,0.18712691577353427
2015,pr_margin,724,0.7154696132596685,0.5653015856229173,0.18912713341130047
2015,pr_points,724,0.6947513812154696,0.5676401801115002,0.19457052000987762
2015,pr_points_against,724,0.6988950276243094,0.5666469438975953,0.19421588755432642
2015,pr_points_keep,724,0.7251381215469613,0.5462282825394851,0.1841782642779883
2015,bradley_terry,724,0.7030386740331491,0.5743682310611631,0.19517899895362775
2015,blade_chest,724,0.6961325966850829,0.5955039417388847,0.2026423188861859
2015,gbm,724,0.7417127071823204,0.5097626168358449,0.17180523993126318
2015,mlp,724,0.7513812154696132,0.5089108433705845,0.16955587619994889
2015,ensemble,724,0.7417127071823204,0.5057172559823255,0.16945460086068073
2015,cfbd_elo,724,0.7596685082872928,0.49751280882800436,0.16503315289280338
2015,market,683,0.787701317715959,0.45754293252811995,0.14967034836559268
2015,market_plus_model,683,0.7920937042459737,0.4564041604360239,0.14946816168168955
2016,elo,719,0.7037552155771906,0.5636849193561787,0.19234022692362793
2016,pr_win,719,0.674547983310153,0.640339999754523,0.21603976899888164
2016,pr_margin,719,0.6717663421418637,0.6398702146855991,0.2157831427655118
2016,pr_points,719,0.655076495132128,0.6087705367093548,0.21137484897573963
2016,pr_points_against,719,0.6606397774687065,0.6089599343630396,0.21141082524388569
2016,pr_points_keep,719,0.7051460361613352,0.582782462769307,0.1995870104922929
2016,bradley_terry,719,0.6634214186369958,0.6108506275903185,0.21196311117868058
2016,blade_chest,719,0.6453407510431154,0.6414236990978848,0.22318077409402162
2016,gbm,719,0.717663421418637,0.5467212939802103,0.1856805397576604
2016,mlp,719,0.7204450625869263,0.5523973916788044,0.18734276501236022
2016,ensemble,719,0.7162726008344924,0.5536580637939608,0.18853289734574363
2016,cfbd_elo,719,0.721835883171071,0.5592924998354676,0.18746448697693846
2016,market,674,0.7418397626112759,0.5207243831697305,0.17367964437456765
2016,market_plus_model,674,0.7492581602373887,0.5271392776260914,0.1751864250357196
2017,elo,736,0.6956521739130435,0.5523104572651959,0.1879651761885814
2017,pr_win,736,0.6766304347826086,0.6116629711157664,0.20893083596564682
2017,pr_margin,736,0.6793478260869565,0.6025123161551297,0.2061106398010481
2017,pr_points,736,0.657608695652174,0.6077104635943953,0.21065857182207393
2017,pr_points_against,736,0.6535326086956522,0.6070571690219376,0.21045842045362792
2017,pr_points_keep,736,0.686141304347826,0.571896367399632,0.1952119931853966
2017,bradley_terry,736,0.6793478260869565,0.5956933113048336,0.2049060875527938
2017,blade_chest,736,0.6630434782608695,0.6185772026817424,0.21344240772851533
2017,gbm,736,0.7065217391304348,0.5388305496256725,0.1826344857084981
2017,mlp,736,0.7038043478260869,0.5358936307342084,0.18188381733030587
2017,ensemble,736,0.7065217391304348,0.538841825255447,0.18285904884648513
2017,cfbd_elo,736,0.717391304347826,0.5394867325825778,0.1818611324669869
2017,market,687,0.7656477438136827,0.4810147957930312,0.15854825628937724
2017,market_plus_model,687,0.7656477438136827,0.48163383394494585,0.15874292370300025
2018,elo,733,0.7339699863574352,0.5216305712483575,0.17579805778083246
2018,pr_win,733,0.6930422919508867,0.5749106151825004,0.19527730135166838
2018,pr_margin,733,0.7148703956343793,0.5584566539851766,0.18923235078359038
2018,pr_points,733,0.6712141882673943,0.5880753410892242,0.20262596941556682
2018,pr_points_against,733,0.6712141882673943,0.58770135778177,0.2024848975708497
2018,pr_points_keep,733,0.7066848567530696,0.5509922901025696,0.18687878169429553
2018,bradley_terry,733,0.6998635743519782,0.5784339921222933,0.19704497107470587
2018,blade_chest,733,0.6971350613915416,0.5827820585147028,0.19823637830703633
2018,gbm,733,0.7394270122783083,0.515504825117623,0.17269325725472495
2018,mlp,733,0.73806275579809,0.5144953363985014,0.1728510763180872
2018,ensemble,733,0.7339699863574352,0.515299574989027,0.1729584719559808
2018,cfbd_elo,733,0.7462482946793997,0.511693925063304,0.17077239405042216
2018,market,698,0.7492836676217765,0.4844874406691097,0.16161143503599049
2018,market_plus_model,698,0.7478510028653295,0.4848935586020783,0.16179829356223677
2019,elo,734,0.7384196185286104,0.5222376157147743,0.1751154360666928
2019,pr_win,734,0.6989100817438693,0.5797724130286787,0.1970154979525497
2019,pr_margin,734,0.7043596730245232,0.5787094981791929,0.19627601754158325
2019,pr_points,734,0.6907356948228883,0.5737778759524914,0.19627171443194147
2019,pr_points_against,734,0.6934604904632152,0.5732428660967578,0.19614088935046664
2019,pr_points_keep,734,0.7111716621253406,0.5479311869522788,0.18527273950902104
2019,bradley_terry,734,0.7138964577656676,0.5658268156409938,0.1914438755397208
2019,blade_chest,734,0.6893732970027248,0.5933201470461267,0.2026230143969939
2019,gbm,734,0.7397820163487738,0.516745190384277,0.17242335340531767
