game_id,season,week,season_type,home_team,away_team,home_win,margin,spread_home,open_spread_home,neutral_site,elo,pr_points_keep,bradley_terry,blade_chest,gbm,mlp,ensemble,market,cfbd_elo,ridge_margin_prob,ridge_margin_pred,ridge_ypp_margin_prob,ridge_ypp_margin_pred,ridge_success_margin_prob,ridge_success_margin_pred,ridge_explosive_margin_prob,ridge_explosive_margin_pred,ridge_turnover_margin_prob,ridge_turnover_margin_pred,ridge_havoc_margin_prob,ridge_havoc_margin_pred,home_ret_off,home_ret_def,home_ret_avg,home_roster_continuity,away_ret_off,away_ret_def,away_ret_avg,away_roster_continuity,ret_off_diff,ret_def_diff,continuity_diff,elo_rp,elo_rp_diff,away_travel_km,tz_shift,elev_diff,home_ind,neutral,conf_game,wp_diff,margin_diff,gp_home,gp_away,rest_diff,elo_prob,elo_diff,pr_keep_logit,bt_logit,open_prob,gbm_T1_ridge,gbm_T2_efficiency,gbm_T3_offseason,gbm_T4_situational,gbm_T5_openline,stack_T1,stack_T2,stack_T4,stack_T4_weekly,stack_T5,elo_dynk,elo_dynk_diff,gbm_T4_margin_pred,gbm_T4_margin,stack_final,stack_final_wk,stack_final_ol,away_dec,home_dec,pick_home,edge,profit,won,cum_profit
332920142,2013,8,regular,Missouri,Florida,1,19,3.0,3.0,False,0.5973487486121783,0.6703776080807052,0.5700159027220251,0.4028782436676377,0.769906983911521,0.6835557946101861,0.6848540618912501,0.3860875640971828,0.5201367220358165,0.6084351761720468,5.032255541540358,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,0.5973487486121783,18.519562025436016,1379.272776680198,-1.0,167.71406172000002,1.0,0.0,1.0,0.3333333333333333,13.833333333333334,6,6,1.0,0.5973487486121783,18.519562025436016,0.70989341539971,0.2819160350224959,0.3540585683919998,,,,,,,,,,,0.5629036002527228,-6.05728118979323,,,,,,1.6666666666666665,2.34,True,0.3307954934992503,134.0,True,134.0
332920258,2013,8,regular,Virginia,Duke,0,-13,-2.5,-3.0,False,0.3879868529563926,0.4075812057059716,0.624266936694048,0.4576532817358047,0.3456006449287602,0.3850783559713103,0.4063544660706304,0.5579325778987654,0.3665922999288324,0.52909537709145,3.515646439269923,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,0.3879868529563926,-129.1774967795261,229.5380422120348,0.0,67.46492769999999,1.0,0.0,1.0,-0.3333333333333333,-16.166666666666664,6,6,0.0,0.3879868529563926,-129.1774967795261,-0.3739736169386163,0.5076991068113547,0.5570202835527309,,,,,,,,,,,0.4357058928195879,-94.92483253210048,,,,,,2.2,1.7142857142857144,False,0.1506658174821005,120.00000000000001,True,254.0
332920087,2013,8,regular,Notre Dame,USC,1,4,-2.5,-2.5,False,0.7830418227825882,0.5360490566255853,0.6474926760585212,0.724116338947704,0.7663242490601844,0.732461212563029,0.7256560122780085,0.5579325778987654,0.698558626418023,0.6570703630385102,6.012342530595194,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,0.7830418227825882,172.96357406927586,2921.8127668305715,3.0,180.14165878,1.0,0.0,0.0,0.0,-3.333333333333334,6,6,6.0,0.7830418227825882,172.96357406927586,0.1444468592872266,0.6080360832277624,0.5398860673899689,,,,,,,,,,,0.7629856996396903,153.09673922537195,,,,,,2.15,1.7518796992481203,True,0.18576994488803955,75.18796992481202,True,329.187969924812
332920228,2013,8,regular,Clemson,Florida State,0,-37,4.5,3.0,False,0.5502395445987434,0.47981042404073,0.6289506797188322,0.5301868207321776,0.516205873088308,0.4786724828232915,0.536450548989336,0.3421427161587677,0.2731699277232688,0.492434035994564,2.8290675699460577,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,0.5502395445987434,-14.971787586835037,490.99611882602574,0.0,186.08579255,1.0,0.0,1.0,0.0,-3.333333333333332,6,5,-7.0,0.5502395445987434,-14.971787586835037,-0.0808022383151979,0.5277178504691623,0.3540585683919998,,,,,,,,,,,0.5397431973370386,-22.32521550279648,,,,,,1.526315789473684,2.65,True,0.1823919805973362,-100.0,False,229.18796992481202
332990142,2013,9,regular,Missouri,South Carolina,0,-3,-3.0,-3.0,False,0.6504623030857782,0.6443784667534633,0.5818494997272944,0.6270352701476611,0.8066736105827277,0.7290700015723512,0.6983089270316343,0.5734887809167126,0.4626526828335072,0.6686092444969673,6.158709960983864,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,0.6504623030857782,57.89124485798629,1151.3458748694356,-1.0,152.14108275,1.0,0.0,1.0,0.2857142857142857,12.285714285714285,7,7,0.0,0.6504623030857782,57.89124485798629,0.5944191782885884,0.3303704065348783,0.5570202835527309,,,,,,,,,,,0.6044936874217359,23.695340173932664,,,,,,2.3200000000000003,1.6666666666666665,True,0.14128864347890335,-100.0,False,129.18796992481202
332990326,2013,9,regular,Texas State,South Alabama,1,2,2.5,1.5,False,0.6131339698506315,0.6164401863618975,0.6796635377853941,0.8740134090251852,0.584987850652816,0.6470133738622582,0.5949017844616387,0.4012008334477489,0.5330513938844411,0.6346873819848238,5.436941618876109,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,0.6131339698506315,29.99791253177591,938.5159809597044,0.0,132.8676453,1.0,0.0,1.0,0.0714285714285714,-2.404761904761905,7,6,0.0,0.6131339698506315,29.99791253177591,0.474465720175546,0.7522259905092216,0.4028352307566209,,,,,,,,,,,0.6552693144413939,61.575955138619975,,,,,,1.7407407407407407,2.15,True,0.19206655370501774,114.99999999999999,True,244.18796992481202
333030235,2013,10,regular,Memphis,Cincinnati,0,-13,3.5,3.0,False,0.2891599460604123,0.1277934754931328,0.2878130589613003,0.1821806847735331,0.3693059707480657,0.3160170841819009,0.2549355174512028,0.3711906972344893,0.2444811179288031,0.1698258077373991,-5.417352208035627,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,0.2891599460604123,-206.2535024381664,657.9714762025561,-1.0,-139.44159699,1.0,0.0,1.0,-0.5476190476190477,-18.76190476190476,6,7,0.0,0.2891599460604123,-206.2535024381664,-1.9206107477368048,-0.9060292660383964,0.3540585683919998,,,,,,,,,,,0.2647809458718381,-227.41200982290025,,,,,,1.606060606060606,2.45,False,0.09912305094079699,60.606060606060595,True,304.79403053087265
333062005,2013,10,regular,Air Force,Army,1,14,1.0,0.0,False,0.5735996580007243,0.7171235189765248,0.724090948677913,0.7046113222981424,0.6122156575676445,0.5336472667681194,0.6320313691150805,0.4475703967801926,0.4555054269169921,0.6624969965260721,5.88998138252961,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,0.5735996580007243,1.5165357477710586,2622.3848259774227,-2.0,1925.66295582,1.0,0.0,0.0,-0.25,-11.375,8,8,-7.0,0.5735996580007243,1.5165357477710586,0.9302377581452574,0.9648457170003092,0.4536126767648972,,,,,,,,,,,0.5788094727658039,5.222814001007919,,,,,,1.8695652173913042,1.9523809523809523,True,0.17841869235018332,95.23809523809523,True,400.0321257689679
333062226,2013,10,regular,Florida Atlantic,Tulane,1,17,-3.0,-3.0,False,0.3059586927150979,0.382291406268959,0.5977789806286176,0.814763502902781,0.4493867127416007,0.3685847228288328,0.3421615017108657,0.5734887809167126,0.596629173305774,0.6026830022013323,4.600965071227942,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,0.3059586927150979,-192.28900900957024,1058.4172725139554,1.0,3.613628864,1.0,0.0,1.0,-0.5,-11.25,8,8,-1.0,0.3059586927150979,-192.28900900957024,-0.4798336536470828,0.3962193510556051,0.5570202835527309,,,,,,,,,,,0.3405798933942264,-164.77727200988738,,,,,,2.275,1.6896551724137931,False,0.21485878184186524,-100.0,False,300.0321257689679
333060006,2013,10,regular,South Alabama,Arkansas State,0,-1,-3.0,-3.0,False,0.4352684131311534,0.240826277683414,0.4311090228869709,0.3271646437680158,0.5350689508675406,0.4687774318141995,0.4136543381952016,0.5734887809167126,0.5387780920571715,0.4370473166822052,1.2516688138289285,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,0.4352684131311534,-95.23397099930456,617.3132161935025,0.0,-44.52690887,1.0,0.0,1.0,0.0,3.428571428571429,7,7,-3.0,0.4352684131311534,-95.23397099930456,-1.14815480029039,-0.277327799946607,0.5570202835527309,,,,,,,,,,,0.4523218453604865,-83.23114220446996,,,,,,2.3899999999999997,1.6451612903225805,False,0.14336594535752933,138.99999999999997,True,439.03212576896783
