week,model,n,acc,logloss,brier
11,stack_final_ol,101,0.7326732673267327,0.5384511098634887,0.18149746126985808
11,gbm_T4_margin,333,0.7387387387387387,0.5153065273462837,0.17172438656809
12,stack_final,175,0.7771428571428571,0.49008265126583206,0.16031022767354985
12,stack_final_wk,175,0.7714285714285715,0.4894049001735833,0.15997954920284296
12,stack_final_ol,111,0.7747747747747747,0.48200329736161884,0.1596474494668235
12,gbm_T4_margin,339,0.7463126843657817,0.5130046256843818,0.17072011886461227
13,stack_final,187,0.7914438502673797,0.4953771342301956,0.16276047257089826
13,stack_final_wk,187,0.7807486631016043,0.49652133458507164,0.163421599729119
13,stack_final_ol,122,0.7049180327868853,0.5128203689667763,0.1723558295787085
13,gbm_T4_margin,359,0.7325905292479109,0.5309000186728945,0.1779533675314453
14,stack_final,144,0.6875,0.5459245091957003,0.18561835336127672
14,stack_final_wk,144,0.7222222222222222,0.5330159074954814,0.18036956681244687
14,stack_final_ol,134,0.746268656716418,0.5221057862643674,0.1746778146716813
14,gbm_T4_margin,211,0.7014218009478673,0.5780033740149259,0.19753019392169716
15,stack_final,19,0.47368421052631576,0.6680582189125952,0.24137316308257267
15,stack_final_wk,19,0.5789473684210527,0.6456247996919169,0.23073608222378483
15,stack_final_ol,18,0.5555555555555556,0.6548394826044934,0.23563179652689292
15,gbm_T4_margin,58,0.6896551724137931,0.5733269432405287,0.19510601816816867
