week,model,n,acc,logloss,brier
9,mlp,624,0.719551282051282,0.55130840396223,0.1872056113490446
9,ensemble,624,0.7115384615384616,0.5528567628391877,0.18837076639411257
9,cfbd_elo,624,0.7099358974358975,0.5621098439050047,0.19117414162786692
9,market,602,0.7342192691029901,0.5243916857179495,0.17598514721947037
9,market_plus_model,602,0.7358803986710963,0.5247562897371607,0.17609398146455024
10,elo,671,0.7078986587183308,0.5526065754216714,0.18819179118740095
10,pr_win,671,0.6810730253353204,0.6206149238534806,0.21179213505721273
10,pr_margin,671,0.6706408345752608,0.6239156413569854,0.21304959454566597
10,pr_points,671,0.676602086438152,0.6132797776020519,0.21201823107848505
10,pr_points_against,671,0.669150521609538,0.6130958236688204,0.21194435527150335
10,pr_points_keep,671,0.7049180327868853,0.5744903410683998,0.1953942349676088
10,bradley_terry,671,0.6661698956780924,0.6076997741039385,0.21048258202090897
10,blade_chest,671,0.6378539493293591,0.6571018887608759,0.23075926179150513
10,gbm,671,0.7153502235469449,0.5457163351512464,0.18517663353641794
10,mlp,671,0.7108792846497765,0.539952137084526,0.18289218450648237
10,ensemble,671,0.706408345752608,0.5409931354341935,0.18317205211066157
10,cfbd_elo,671,0.7153502235469449,0.5559278501375905,0.1880533103943036
10,market,650,0.72,0.5213972624727853,0.17574036686046896
10,market_plus_model,650,0.7246153846153847,0.520735184338599,0.17545380047851594
11,elo,665,0.7233082706766917,0.5400687771807998,0.18205489163072022
11,pr_win,665,0.6661654135338346,0.6125903194574809,0.2073889237597415
11,pr_margin,665,0.6766917293233082,0.6160758655475972,0.2090381038867102
11,pr_points,665,0.6556390977443609,0.5979154004145255,0.20694043157121947
11,pr_points_against,665,0.6586466165413534,0.5975208666863042,0.20677755056440453
11,pr_points_keep,665,0.7007518796992481,0.56564123575752,0.1926655169610062
11,bradley_terry,665,0.6796992481203008,0.5926106873225293,0.20329155113235553
11,blade_chest,665,0.6601503759398496,0.6196002410063312,0.2134897135144562
11,gbm,665,0.7263157894736842,0.5382081445044608,0.1803194208423485
11,mlp,665,0.724812030075188,0.5414954400691868,0.1812861739371121
11,ensemble,665,0.7308270676691729,0.5351574717906183,0.17950216065196914
11,cfbd_elo,665,0.7263157894736842,0.546738112975084,0.1810605328628298
11,market,648,0.7376543209876543,0.5220337015938991,0.17303781055392936
11,market_plus_model,648,0.7361111111111112,0.52258714122268,0.17297912263110937
12,elo,676,0.7411242603550295,0.5073968407653499,0.1694557264335969
12,pr_win,676,0.7041420118343196,0.5805002199164769,0.19474005304906689
12,pr_margin,676,0.6923076923076923,0.5725753223606126,0.1935363190761402
12,pr_points,676,0.7130177514792899,0.5759219107742003,0.19586834198343211
12,pr_points_against,676,0.7174556213017751,0.575651986307288,0.1958055374178819
12,pr_points_keep,676,0.7263313609467456,0.5401926729295033,0.18166451293862418
12,bradley_terry,676,0.6937869822485208,0.5693365878503803,0.19305143515396156
12,blade_chest,676,0.6701183431952663,0.607742438089912,0.20915617491618907
12,gbm,676,0.7440828402366864,0.5040631945000834,0.16743376193551407
12,mlp,676,0.7396449704142012,0.5086741264212225,0.16952458139470172
12,ensemble,676,0.7322485207100592,0.5048561474140414,0.16790322745851355
12,cfbd_elo,676,0.7396449704142012,0.505494174039849,0.16963002613843658
12,market,656,0.7713414634146342,0.48645493421795105,0.16092911649153155
12,market_plus_model,656,0.7774390243902439,0.4874590574524783,0.1612526106964975
13,elo,719,0.7204450625869263,0.5340528362327718,0.18080276942791618
13,pr_win,719,0.674547983310153,0.6043506703235465,0.20724437281456637
13,pr_margin,719,0.6856745479833102,0.5985790488100249,0.2039262008768737
13,pr_points,719,0.6968011126564673,0.580672978148928,0.19875477313991066
13,pr_points_against,719,0.6968011126564673,0.5801896526419249,0.19857600152651111
13,pr_points_keep,719,0.7121001390820584,0.544849467015187,0.18434229921196602
13,bradley_terry,719,0.6842837273991655,0.5896021013537696,0.2020994856914548
13,blade_chest,719,0.6759388038942976,0.6072594664671219,0.20891835316699456
13,gbm,719,0.717663421418637,0.5267342333300237,0.1775611416481164
13,mlp,719,0.717663421418637,0.5284715590787937,0.17851896423451458
13,ensemble,719,0.713490959666203,0.5256700149962615,0.17757692659595647
13,cfbd_elo,719,0.7190542420027817,0.5381318809140933,0.18187628818299972
13,market,696,0.7298850574712644,0.5091616176181143,0.17173423662907816
13,market_plus_model,696,0.7298850574712644,0.5106571108317906,0.17228939359940734
14,elo,397,0.6977329974811083,0.5415055010773822,0.18306488148862393
14,pr_win,397,0.6876574307304786,0.591678009108532,0.19981590075725994
14,pr_margin,397,0.7204030226700252,0.5859224739789908,0.19743246090075428
14,pr_points,397,0.6372795969773299,0.6228333316839222,0.21693231170240837
14,pr_points_against,397,0.6448362720403022,0.6226148673039013,0.21687613524725347
14,pr_points_keep,397,0.690176322418136,0.5770924662050008,0.1968986434188137
14,bradley_terry,397,0.7027707808564232,0.5975507239366973,0.20487839027479288
14,blade_chest,397,0.6423173803526449,0.6484605497071845,0.22554066810491985
14,gbm,397,0.7052896725440806,0.532390088510549,0.18010226634309198
14,mlp,397,0.7304785894206549,0.5334152846475283,0.1800357262045478
14,ensemble,397,0.7153652392947103,0.5347926494863329,0.18049309820492013
14,cfbd_elo,397,0.7405541561712846,0.5202995706273627,0.17450113835907533
14,market,386,0.7150259067357513,0.5333014283884332,0.17917404480269838
14,market_plus_model,386,0.7124352331606217,0.5351301884743929,0.1798138892006952
15,elo,87,0.7586206896551724,0.5750462627475554,0.19390283260573854
15,pr_win,87,0.6896551724137931,0.5603632709162384,0.19131813798570127
15,pr_margin,87,0.7011494252873564,0.5467666174639542,0.18518693961374702
15,pr_points,87,0.6896551724137931,0.6059080110447845,0.20881574384944981
15,pr_points_against,87,0.7011494252873564,0.6043933720681036,0.20811153890950743
15,pr_points_keep,87,0.6666666666666666,0.5927309583027516,0.2047570436987333
15,bradley_terry,87,0.6666666666666666,0.6055550102074717,0.2085313754957307
15,blade_chest,87,0.6091954022988506,0.6537835178942135,0.22995736194702257
15,gbm,87,0.7241379310344828,0.5764745544033878,0.19668181518925673
15,mlp,87,0.7011494252873564,0.6007089117094706,0.20391769574400162
15,ensemble,87,0.7011494252873564,0.5725048207063292,0.19436997961439326
15,cfbd_elo,87,0.6781609195402298,0.5998315101662146,0.20524874310371802
15,market,85,0.6705882352941176,0.5786431894363534,0.19592303030332409
15,market_plus_model,85,0.6823529411764706,0.5797501803118491,0.19594052987792757
